Varieties,price,Suitable,address,g,stage,oldPrice,Classification,ManufacturerAddress,PorductName,daraurl,ManufacturerName,Flavor,title,brand
,无,全犬种,美国,2270g,幼犬,180.00,,天衡宝,,,天衡宝,深海鱼味,法斗阿胖 带防伪美国nutural balance天衡宝三文鱼甜薯狗粮雪山粮,Natural Balance
,无,,加拿大,5440g,成犬,439.00,,加拿大,,,加拿大冠军,其他,百佳仕授权 NOW小型犬无谷狗粮泰迪贵宾全犬期天然犬粮12磅,NowFresh
,无,,其他,10000g,成犬,235.00,,多力多滋,,,多力多滋,牛肉味,美国多力多滋鸡肉牛油果钙奶配方宠物狗粮成犬10KG/包邮,多力多滋
,无,,美国,500g,全犬期,30.00,,维采,,,维采,鸡肉味,三斤包邮 分装500g WDJ推荐维采正品天然有机鸡肉狗粮原味全犬粮,other/其他
,无,,日本,250g,成犬,35.00,,日本大阪,,,日清,鸡肉味,试吃日清狗粮日本1-6岁成犬鸡肉奶酪小鱼干狗粮250g,日清
通用型,无,全犬种,美国,6350g,全犬期,450.00,犬粮,美国,,,美国钻石,鹿肉,遛狗啦 WDJ荒野盛宴无谷鹿肉鹰嘴豆全犬粮小型犬狗粮小颗粒14磅,Taste of the Wild/荒野盛宴
通用型,无,全犬种,美国,2267g,全犬期,189.00,犬粮,福摩,,,福摩,其他,福摩鸭肉甜薯狗粮低敏养胃祛泪痕泰迪金毛贵宾全犬粮5磅/2.25kg,Fromm/福摩
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 金毛 阿拉斯加 雪纳瑞,美国,100500g,全犬期,334.00,犬粮,中国,,,高通惠德食品有限公司,鸡肉味,摩恩狗粮三文鱼牛肉鸡肉泰迪狗粮成犬小型犬天然粮23磅贵宾全犬期,摩恩
,无,,加拿大,2000g,全犬期,310.00,,加拿大,,,加拿大渴望,牛肉味,狗狗太爱吃！双标防伪加拿大原装Orijen渴望红肉全犬狗粮2公斤,渴望
通用型,无,全犬种,美国,9970g,成犬,850.00,,美国麻利,,,麻利,深海鱼味,美国麻利Merrick三文鱼鳟鱼无谷生鲜冻干混合狗粮犬粮全犬种22磅,麻利
,无,全犬种,加拿大,11400g,全犬期,1125.00,,中国,,,加拿大渴望,鱼肉味,双标防伪 orijen加拿大渴望六种鱼全犬期狗粮犬粮幼犬成犬粮11.4,渴望
,无,,美国,13600g,全犬期,780.00,,荒野盛宴,,,荒野盛宴,鹿肉,现货 包邮 WDJ六星荒野盛宴草原风味鹿肉牛肉小颗粒幼犬狗粮30磅,Taste of the Wild/荒野盛宴
,无,拉布拉多 德国牧羊犬 金毛 边境牧羊犬 全犬种,美国,11800g,成犬,455.00,犬粮,16321 East Arrow Highway， Irw,,,Breeder's Choice Pet Foods，Inc,鸡肉味,牛油果AVODerm 鸡肉糙米大型成犬粮26磅/11.8kg金毛拉布拉多狗粮,AVODerm/牛油果
,无,,其他,1500g,成犬,175.00,专用粮,HILLS,,,HILLS,其他,美国希尔思 W/D wd 糖尿病高血脂体重控制高血压狗粮 1.5kg希尔斯,希尔思
通用型,无,,美国,13600g,成犬,650.00,犬粮,美国,,,誉高,鸡肉味,美国誉高天然狗粮鸡肉鸭肉无谷物成犬粮30磅/13.6kg主粮多省包邮,誉高
,无,全犬种,加拿大,2700g,全犬期,290.00,,加拿大,,,渴望,鱼肉味,阿德家 正品行货 Orijen渴望六种鱼 狗粮 2.27kg 全犬天然粮 全犬,渴望
,无,全犬种,日本,3000g,幼犬,388.00,,日本,,,janp,鸡肉味,【日本代购】现货日本JANP高端天然发酵幼犬狗粮养肠胃护关节3KG,janp
,无,全犬种,新西兰,1810g,全犬期,180.00,犬粮,新西兰,,,新西兰,鱼肉味,包邮新西兰Forest天然系列全犬鱼肉无谷物低敏配方狗粮,Forest
,无,,日本,330g,全犬期,53.00,,日本,,,日本ペットフード,鸡肉味,日本原装宠物狗粮牛奶乳酪鸡胸肉蔬菜多汁魔方软泰迪幼成犬粮330g,日本ペットフード
,无,,其他,15000g,全犬期,270.00,,贵族,,,贵族,牛肉味,添添宝贝#贵族牛肉米饭成幼犬狗粮15kg大中型犬金毛萨摩 包邮,Nature’s Gift/贵族
通用型,无,全犬种,加拿大,6800g,成犬,450.00,犬粮,加拿大,,,冠军宠物食品,鸡肉味,无谷天然狗粮进口爱肯拿狗粮羊肉苹果11.4kg渴望狗粮同厂多省包邮,ACANA/爱肯拿
通用型,无,全犬种,加拿大,11400g,成犬,880.00,犬粮,加拿大,,,冠军宠物食品,羊肉味,无谷天然狗粮进口爱肯拿狗粮羊肉苹果11.4kg渴望狗粮同厂多省包邮,ACANA/爱肯拿
通用型,无,全犬种,加拿大,13000g,全犬期,870.00,犬粮,加拿大,,,冠军宠物食品,深海鱼味,加拿大狗粮爱肯拿狗粮深海鲜鱼海洋盛宴13kg无谷天然粮多省包邮,ACANA/爱肯拿
,无,全犬种,美国,8000g,成犬,410.00,,美国希尔斯,,,希尔斯,鸡肉味,美国Hills希尔斯小颗粒成犬狗粮小型犬成犬8kg 多省包邮,希尔斯
通用型,无,全犬种,加拿大,1200g,成犬,115.00,犬粮,加拿大,,,冠军宠物食品,鸡肉味,爱肯拿狗粮小型犬成犬狗粮1.2kg渴望狗粮同厂雪纳瑞狗粮多省包邮,ACANA/爱肯拿
,无,全犬种,美国,7990g,全犬期,599.00,,希尔斯,,,希尔斯,其他,希尔斯处方狗粮 cd/CD 尿结石/泌尿道维护17.6磅 24省包邮,希尔斯
,无,吉娃娃 巴哥犬 柯基 西施犬,美国,8000g,成犬,380.00,,美国希尔斯,,,希尔斯,鸡肉味,希尔斯小型犬成犬粮8k 迷你玩具犬成犬小颗粒19省包邮,希尔斯
通用型,无,全犬种,加拿大,2270g,全犬期,190.00,犬粮,加拿大,,,冠军宠物食品,鸡肉味,渴望狗粮同厂爱肯拿狗粮小型犬幼母犬2kg泰迪狗粮多省包邮,ACANA/爱肯拿
通用型,无,全犬种,加拿大,6800g,幼犬,450.00,犬粮,加拿大,,,冠军宠物食品,鸡肉味,渴望狗粮同厂爱肯拿狗粮小型犬幼母犬狗粮6.8kg比熊狗粮多省包邮,ACANA/爱肯拿
通用型,无,全犬种,加拿大,1200g,使用于怀孕42天起的母犬、哺乳期母犬及2月龄以下离乳期幼犬,115.00,犬粮,加拿大,,,冠军宠物食品,鸡肉味,爱肯拿狗粮进口小型犬幼母犬1.2kg渴望狗粮同厂多省包邮,ACANA/爱肯拿
,无,,日本,100g,幼犬,16.50,,日本,,,日清,鸡肉味,日本进口日清关节健康除便臭鸡肉干粮超小型幼犬狗粮100g 试吃装,日清
,无,,加拿大,13000g,全犬期,1225.00,,加拿大,,,渴望,鱼肉味,现货 WDJ推荐orijen渴望狗粮无谷天然全狗粮 六种鱼海藻11.4/13kg,渴望
通用型,无,吉娃娃 巴哥犬 贵宾,其他,1500g,全犬期,171.00,犬粮,Fish4Dogs.Ltd,,,Fish4Dogs.Ltd,鱼肉味,海洋之星玩具犬狗粮天然深海三文鱼1.5kg 无谷美毛全犬期宠物狗粮,Fish4Dogs/海洋之星
,无,,日本,750g,成犬,85.00,,日本,,,日清,其他,日本原产日清新款烟熏芝士奶酪南瓜750克小颗粒混合狗粮,日清
通用型,无,,其他,1500g,离乳期,160.00,犬粮,上海比瑞吉宠物用品有限公司,,,上海比瑞吉宠物用品有限公司,其他,比瑞吉狗粮 吉娃娃幼犬狗粮 小型犬幼犬粮1.5KG 比熊犬主粮 包邮,Nature Bridge/比瑞吉
通用型,无,全犬种,加拿大,1200g,成犬,125.00,犬粮,加拿大,,,爱肯拿,其他,Acana爱肯拿天然狗粮无谷鸭肉巴特利梨单一肉类低敏去泪痕1.2kg,ACANA/爱肯拿
,无,,美国,2720g,成犬,180.00,专用粮,北京,,,康慕宠物食品公司,其他,COMON无谷鲜肉美毛狗粮METZ发酵鲜肉去泪痕犬粮泰迪比熊柯基,COMON/康慕
通用型,无,全犬种,英国,12000g,幼犬,730.00,犬粮,海洋之星,,,Fish4Dogs.Ltd,鱼肉味,包邮海洋之星Fish4Dogs无谷深海鱼幼犬狗粮12kg细粒美毛天然粮,Fish4Dogs/海洋之星
,无,全犬种,加拿大,6800g,全犬期,730.00,,加拿大,,,渴望,其他,包邮加拿大Orijen渴望红肉无谷全犬粮6.8kg双标防伪天然狗粮,渴望牧场
,无,全犬种,美国,1800g,全犬期,193.00,犬粮,百利,,,百利,其他,WDJ美国NV百利无谷生鲜干狗粮鸭肉火鸡全犬冻干肉粒4.1磅现货,百利
,无,全犬种,加拿大,2000g,全犬期,290.00,犬粮,美国,,,天道,其他,美国进口Nature's Logic天道高端纯天然狗粮火鸡肉2KG,firstmate费思美
通用型,无,全犬种,其他,1600g,成犬,70.00,犬粮,台湾,,,璋春,其他,优选 纯天然狗粮 美毛亮毛配方1.6kg 23省包邮,优选
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,7980g,成犬,655.00,专用粮,美国,,,希尔思宠物营养公司,其他,"授权正品美国Hill""s希尔思/斯id低脂肪胰腺炎肠胃炎狗粮i/d17.6磅",希尔思
,无,吉娃娃 比熊 泰迪 约克夏 西施犬 贵宾 雪纳瑞,比利时,8160g,全犬期,470.00,,耐吉斯,,,耐吉斯,其他,进口耐吉斯小型玩赏犬成犬幼犬狗粮18磅低敏去泪痕泰迪比熊贵宾犬,耐吉斯
,无,,美国,13000g,使用于怀孕42天起的母犬、哺乳期母犬及2月龄以下离乳期幼犬,460.00,,美国,,,广州利丰贸易有限公司,其他,正品美国HALO自然光环野生三文鱼蔬菜狗粮28磅成幼犬天然粮去泪痕,other/其他
,无,全犬种 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,5440g,成犬,459.00,,Merrick,,,Merrick宠物食品公司,鱼肉味,麻利Merrick进口狗粮无谷三文鱼配方成犬通用12磅/5.44kg包邮,Merrick
通用型,无,全犬种,日本,8000g,成犬,198.00,犬粮,日本,,,爱丽思宠物食品有限公司,牛肉味,正品包邮爱丽思/爱丽丝IRIS狗粮ONE CARE纯天然牛肉蔬菜成犬粮8KG,IRIS/爱丽思
,无,,韩国,500g,全犬期,25.00,,韩国,,,both,鱼肉味,韩国BOTH贵宾犬成犬粮500g三文鱼鸭肉海藻硫素天然粮,BOTH
,无,全犬种,英国,1500g,幼犬,150.00,,海洋之星,,,海洋之星,鱼肉味,海洋之星无谷抗敏美毛配方狗粮泰迪萨摩金毛深海鱼幼犬1.5kg3斤装,Fish4Dogs/海洋之星
,无,全犬种,比利时,12000g,成犬,420.00,犬粮,,,,WoofStard嗗达,鸡肉味,多省包邮 比利时原装进口 WoofStard嗗达天然成犬鸡肉狗粮12KG,WOOFSTARD/嗗达
,无,,美国,5500g,全犬期,510.00,犬粮,"Mequon,Wisconsin 53092",,,Fromm Family Foods LLc,其他,包邮WDJ推荐 美国FROMM福摩犬粮无谷三文鱼鸭肉蔬菜配方狗粮12磅,Fromm/福摩
,无,全犬种,加拿大,2270g,成犬,252.00,,Orijen渴望,,,Orijen渴望,鸡肉味,现货双标 加拿大Orijen渴望成犬狗粮 2.27KG 可查防伪 正规代理,Orijen渴望
,无,,美国,5440g,成犬,450.00,,美国,,,麻利,鱼肉味,麻利Merrick进口狗粮无谷三文鱼配方成犬通用12磅/5.44kg包邮,Merrick
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,13607g,全犬期,1043.00,犬粮,美国,,,威斯康辛州工厂,其他,包邮--香港宠物店福摩Fromm鸭肉甜署30磅27斤天然全犬狗粮,Fromm/福摩
,无,,日本,1200g,成犬,138.00,专用粮,盛来知,,,盛来知,鸡肉味,日本原产盛来知Sunrise鸡肉味狗粮 小型犬成犬软干粮1.2kg,盛来知
,无,,比利时,500g,幼犬,27.50,犬粮,比利时,,,嗗达,鸡肉味,5比利时进口狗粮WooFStard嗗达天然鸡肉配方幼犬散装狗粮试吃装,嗗达
,无,,美国,2270g,全犬期,210.00,,美国福摩,,,美国福摩,鸡肉味,WDJ推荐美国Fromm福摩鸡肉鱼蔬菜配方美毛狗粮全犬5磅,Fromm/福摩
,无,全犬种 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,加拿大,1200g,全犬期,120.00,犬粮,冠军食品公司,,,冠军宠物食品,鸡肉味,加拿大ACANA 爱肯拿无谷农场盛宴鸡肉鱼狗粮1.2kg全年龄幼成犬粮,ACANA/爱肯拿
,无,全犬种,美国,10886g,幼犬,730.00,,北美之旅,,,北美之旅,鸡肉味,American Journey北美之旅无谷鸡肉甜薯配方母幼犬狗粮24磅10.8KG,北美之旅
其他,无,全犬种,其他,3000g,全犬期,76.00,犬粮,上海,,,皇家,其他,皇家A3狗粮/全犬狗粮幼犬及怀孕犬3KG 金毛德牧拉布拉多幼犬粮,皇家
,无,,加拿大,1000g,全犬期,268.00,,渴望,,,渴望,鱼肉味,新包装加拿大Orijen渴望六种鱼美毛狗狗粮幼犬成犬1kg天然进口粮,渴望
,无,全犬种,澳大利亚,2500g,成犬,298.00,犬粮,MASTERPET,,,MASTERPET,金枪鱼,原装进口澳洲BLACK HAWK黑鹰 通用型成犬无谷三文鱼狗粮2.5公斤装,BLACK HAWK黑鹰
,无,全犬种,澳大利亚,2500g,成犬,298.00,犬粮,MASTERPET,,,MASTERPET,鸡肉味,原装进口澳洲BLACK HAWK黑鹰通用型全阶段无谷鸡肉狗粮2.5公斤,BLACK HAWK黑鹰
其他,无,其他 哈士奇 德国牧羊犬 拉布拉多 萨摩耶 边境牧羊犬 金毛 阿拉斯加,其他,24000g,成犬,1000.00,犬粮,"C/ Calle de la Electrónica, 16 Polígono la Ferrería, 08110 Montcada i Reixac, Barcelona (Spain)",,,"DingoNatura, S.L",羊肉味,进口狗粮成年犬通用型无谷低敏鲜肉金毛阿拉斯加萨摩耶包邮现货,DingoNatura
,无,,爱尔兰,10000g,成犬,120.00 - 165.00,,100,,,100,牛肉味,拍下120元 美滋元狗粮10KG牛肉肝及蔬菜味 泰迪犬粮 宠物粮包邮,Pedigree/宝路
通用型,无,全犬种,英国,500g,幼犬,30.00,犬粮,海洋之星,,,海洋之星,鱼肉味,Fish4Dogs海洋之星 幼犬狗粮 深海鱼小颗粒 美毛 500g分装试吃,Fish4Dogs/海洋之星
通用型,无,,其他,2000g,成犬,87.00,犬粮,.,,,111,羊肉味,澳洲配方贵族 天然阿拉斯加泰迪成犬蓝莓番茄味2kg 通用型狗粮,贵族
通用型,无,全犬种,泰国,1600g,幼犬,539.00,犬粮,100,,,上海比瑞吉公司,其他,比瑞吉中草药天然狗粮优本固本康复处方粮全犬种犬粮10KG,Nature Bridge/比瑞吉
通用型,无,全犬种,其他,10000g,全犬期,260.00,犬粮,上海市金山区亭林工业区,,,上海皇姿宠物用品有限公司,鸡肉味,包邮伊莎米尔10kg幼犬粮 泰迪金毛萨摩耶博美贵宾专用粮天然狗粮,伊莎米尔
,无,全犬种,加拿大,2270g,幼犬,245.00,,渴望Orijen,,,渴望Orijen,鱼肉味,加拿大Orijen渴望狗粮美毛天然无谷幼犬粮2.27kg 全犬种通用,渴望Orijen
贵宾/泰迪,无,全犬种,其他,2000g,成犬,65.00,犬粮,山东,,,麦富迪,牛肉味,麦富迪狗粮 牛肉粒双料双拼贵宾泰迪成犬粮2kg美毛去泪痕主粮包邮,MYFOODIE/麦富迪
,无,全犬种,其他,1000g,成犬,65.00,犬粮,巴西,,,Mogiana,牛肉味,米泡 FARO巴西法鲁适贵宾等各种犬种 高能营养成犬粮1KG  买10送1,FARO法鲁
,无,全犬种,比利时,10880g,全犬期,688.00,专用粮,比利时,,,canine caviar,鸡肉味,wdj推荐美国卡拉鱼子酱特殊需求配方 低敏减肥老年全犬狗粮 24磅,canine caviar
通用型,无,全犬种,加拿大,11400g,成犬,215.00,犬粮,ACANA/爱肯拿,,,ACANA/爱肯拿,羊肉味,加拿大进口爱肯拿ACANA无谷羊肉苹果配方狗粮低敏小型全犬期粮2kg,ACANA/爱肯拿
,无,全犬种,美国,85g,全犬期,6.00,,美国,,,福摩,鱼肉味,FROMM福摩狗粮 无谷三文鱼鸭肉蔬菜全犬期美毛小粒 85g试用装,Fromm/福摩
通用型,无,,美国,13610g,全犬期,750.00,犬粮,美国,,,"Tri-Natural Products,Inc",其他,美国福摩Fromm鸡肉鱼蔬菜配方全犬狗粮 30磅,Fromm/福摩
,无,,新西兰,3000g,全犬期,230.00 - 250.00,,新西兰,,,ZEAL,鸡肉味,包邮! 新西兰ZEAL 天然软犬粮 鸡肉味 3KG 狗粮 适口性好,新西兰ZEAL
,无,,美国,500g,幼犬,25.00,,AvoDerm牛油果,,,AvoDerm牛油果,鸡肉味,正品美国进口AvoDerm牛油果幼犬助长配方狗粮金毛泰迪500克分装,Avoderm
,无,其他,加拿大,11300g,全犬期,738.05,,加拿大,,,加拿大冠军厂,鱼肉味,加拿大Go Natural 三文鱼全犬 美毛狗粮25磅 可查防伪,GO
,无,,加拿大,1200g,全犬期,155.00,,渴望,,,渴望,鱼肉味,行货双防伪标 加拿大Orijen渴望无谷六种鱼成犬幼犬全犬狗粮1.2kg,Orijen渴望
,无,,英国,2267g,全犬期,175.00,犬粮,中国,,,英国蓝氏,鱼肉味,蓝氏狗粮三文鱼蛋黄无谷冻干粮低敏成犬幼犬全犬粮5磅（买1送4）,英国蓝氏
,无,,其他,100g,幼犬,125.00,,比利时,,,耐吉斯,鸡肉味,宠物狗狗主粮耐吉斯大型犬金毛幼犬鸡肉三文鱼1.36kg低敏天然狗粮,耐吉斯
通用型,无,,其他,1200g,全犬期,125.00,犬粮,加拿大,,,天俊国际有限公司,其他,无谷羊肉苹果配方 爱肯拿天然粮1.2kg 全犬种犬主粮亮毛补钙狗粮,ACANA/爱肯拿
金毛,无,金毛,其他,15000g,幼犬,750.00,犬粮,杭州,,,杭州华瑞饲料有限公司,鸡肉味,巴西淘淘力派中大型犬幼犬天然狗粮15KG拉拉阿拉斯加萨摩耶犬主粮,EQUIL I BRIO/力派
贵宾/泰迪,无,泰迪,其他,10100g,幼犬,602.50,犬粮,杭州,,,杭州华瑞饲料有限公司,鸡肉味,巴西淘淘力派小型幼犬狗粮10.1kg 小狗泰迪犬主粮去泪痕宠物粮食,EQUIL I BRIO/力派
贵宾/泰迪,无,泰迪,其他,2000g,成犬,160.00,犬粮,杭州,,,杭州华瑞饲料有限公司,鸡肉味,巴西淘淘力派小型犬成犬狗粮2kg贵宾泰迪犬雪纳瑞天然粮宠物粮食,EQUIL I BRIO/力派
,无,全犬种,加拿大,2700g,全犬期,239.00,,百加世宠物食品有限公司,,,百加世宠物食品有限公司,鱼肉味,GO!进口狗粮全犬三文鱼6磅抗敏美毛金毛成犬幼犬宠物天然犬主粮,GO
,无,,新西兰,500g,全犬期,280.00,,"4meihana place,Hastings",,,Freeze Dried Food New,鸡肉味,K9冷冻干燥鸡肉350g犬用营养美毛狗粮天然粮宠物犬主粮宠物狗粮食,K10Natural
通用型,无,,其他,12000g,成犬,710.00,犬粮,中国,,,深圳海洋之星宠物食品有限公司,鱼肉味,海洋之星深海鱼大型犬狗粮12kg去泪痕金毛拉布拉多萨摩耶成犬主粮,Fish4Dogs/海洋之星
通用型,无,,其他,6000g,幼犬,435.00,犬粮,中国,,,深圳海洋之星宠物食品有限公司,鱼肉味,海洋之星狗粮深海鱼6kg抗敏美毛去泪痕雪纳瑞泰迪小狗幼犬主粮,Fish4Dogs/海洋之星
贵宾/泰迪,无,,其他,500g,幼犬,33.00,奶糕,上海宠一贸易有限公司,,,上海宠一贸易有限公司,鱼肉味,BOTH贵宾犬奶糕500g 泰迪幼犬狗粮犬主粮 无谷低敏天然粮宠物粮食,韩国BOTH
金毛,无,,其他,500g,幼犬,30.00,奶糕,上海宠一贸易有限公司,,,上海宠一贸易有限公司,鱼肉味,BOTH中大型犬奶糕500g 金毛幼犬狗粮美毛易消化 宠物天然粮犬主粮,韩国BOTH
,无,,加拿大,10000g,全犬期,679.00,,百加世宠物食品有限公司,,,百加世宠物食品有限公司,鱼肉味,GO!全犬三文鱼进口狗粮25磅拉布拉多大型幼犬成犬宠物天然犬主粮,GO
,无,,新西兰,1000g,全犬期,325.00,,广州,,,广州海际宠物贸易有限公司,牛肉味,巅峰ZiwiPeak进口狗粮风干牛肉配方全犬粮营养美毛天然宠物主粮,ZIWI
,无,,新西兰,500g,全犬期,280.00,,"5 meihana place,Hastings",,,Freeze Dried Food New,羊肉味,K9冷冻干燥羊肉500g犬用营养美毛狗粮天然粮宠物犬主粮宠物狗粮食,K11Natural
通用型,无,全犬种,其他,1200g,成犬,120.00,犬粮,加拿大,,,天俊国际有限公司,其他,爱肯拿无谷鸡肉鱼配方全犬种狗粮1.2kg 泰迪金毛犬主粮宠物粮食,ACANA/爱肯拿
,无,全犬种,新西兰,1000g,全犬期,325.00,,新西兰巅峰,,,新西兰巅峰,牛肉味,纽西兰进口ZiwiPeak巅峰98%鲜肉狗粮全犬牛肉配方1kg,巅峰
,无,吉娃娃 巴哥犬 柯基 比熊 泰迪 约克夏 西施犬 贵宾,美国,1360g,成犬,97.00,专用粮,COMON宠物食品公司,,,COMON宠物食品公司,鸡肉味,COMON康慕无谷鲜肉狗粮益生菌肠道护理泰迪比熊低盐低脂粮,COMON
,无,全犬种,其他,,幼犬,22.50,犬粮,,,,巴西淘淘,其他,巴西淘淘 力派均衡 中大型犬幼犬狗粮金毛拉布拉多萨摩500G散装,TOTAL EQUILIBRIO
通用型,无,全犬种,其他,2000g,幼犬,180.00,犬粮,巴西,,,巴西淘淘宠物食品有限公司,其他,巴西淘淘小型犬幼犬狗粮2kg贵宾泰迪比熊天然去泪痕,TOTAL EQUILIBRIO
,无,吉娃娃 巴哥犬 柯基 比熊 泰迪 约克夏 西施犬 贵宾 雪纳瑞,其他,6800g,全犬期,479.00,,mentos/曼妥思,,,mentos/曼妥思,其他,mentos曼妥思狗粮小颗粒奶糕挑嘴配方全期犬粮6.8KG 小型犬用,mentos/曼妥思
,无,哈士奇 德国牧羊犬 拉布拉多 萨摩耶 边境牧羊犬 金毛 阿拉斯加,其他,6800g,全犬期,479.00,,mentos/曼妥思,,,mentos/曼妥思,其他,mentos曼妥思狗粮高能量大颗粒挑嘴配方全期犬粮6.8KG 中大型犬用,mentos/曼妥思
通用型,无,全犬种,其他,1500g,幼犬,150.00,犬粮,Fish4Dogs/海洋之星,,,Fish4Dogs/海洋之星,鱼肉味,包邮 海洋之星狗粮天然无谷深海鱼幼犬美毛狗粮1.5kg小颗粒通用粮,Fish4Dogs/海洋之星
,无,全犬种,美国,11700g,幼犬,540.00,,美国,,,牛油果,鸡肉味,AvoDerm美国牛油果狗粮幼犬鸡肉助长配方犬粮26磅 全犬种,Avoderm
通用型,无,全犬种,其他,10000g,幼犬,399.00,,mentos/曼妥思,,,mentos/曼妥思,其他,mentos曼妥思狗粮天然野味配方幼犬粮10kg金毛萨摩哈士奇泰迪狗粮,mentos/曼妥思
,无,哈士奇 德国牧羊犬 拉布拉多 萨摩耶 边境牧羊犬 金毛 阿拉斯加,其他,2000g,全犬期,189.00,,mentos/曼妥思,,,mentos/曼妥思,其他,mentos曼妥思狗粮高能量大颗粒挑嘴配方全期犬粮2KG 中大型犬用,mentos/曼妥思
通用型,无,全犬种,其他,10000g,成犬,380.00,犬粮,mentos/曼妥思,,,mentos/曼妥思,其他,mentos曼妥思狗粮天然野味配方成犬粮10kg金毛萨摩哈士奇泰迪狗粮,mentos/曼妥思
通用型,无,,其他,2000g,成犬,320.00,犬粮,详见描述,,,详见描述,鱼肉味,佩玛思特狗粮成犬粮2kg送400克 天然粮非转基因贵宾泰迪博美,Petmaster/佩玛思特
,无,全犬种 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,加拿大,500g,全犬期,35.00,犬粮,"9503-90Avenue,Morinville,Alverta,T8R  1K7,Canada",,,冠军食品公司,鸡肉味,犬主粮 加拿大ACANA爱肯拿经典农场盛宴鸡肉鱼狗粮 500g 分装试吃,ACANA/爱肯拿
,无,全犬种,荷兰,2000g,成犬,15.00 - 175.00,犬粮,荷兰,,,Jawaer,鸡肉味,自用荷兰进口狗粮Jawaer嘉娃成犬 鸡肉米饭  营养天然粮包邮,Jawaer
,无,,比利时,1360g,幼犬,10.00 - 125.00,,比利时,,,耐吉斯,鸡肉味,耐吉斯幼犬狗粮1.36kg  鸡肉三文鱼低敏 比利时进口天然粮包邮,耐吉斯
通用型,无,拉布拉多,美国,20000g,幼犬,160.00,犬粮,上海,,,宠多格宠物食品有限公司,牛肉味,拉布拉多专用成幼犬奶糕补钙狗粮进口配方大包装20kg40斤包邮,品尼高
通用型,无,全犬种 其他 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,比利时,2000g,成犬,148.00,犬粮,unitedpetfoodproduc,,,unitedpetfoodproduc,鸡肉味,进口比利时天然粮啃达鸡肉味成犬粮泰迪金毛小中型犬通用狗粮2kg,啃达
通用型,无,,其他,1500g,全犬期,150.00,犬粮,,,,Fish4Dogs.Ltd,鱼肉味,海洋之星三文鱼玩具犬全犬期狗粮泰迪贵宾美毛无谷天然粮1.5kg,Fish4Dogs/海洋之星
通用型,无,全犬种,美国,2000g,幼犬,180.00,犬粮,,,,美国牛油果,鸡肉味,进口原装美国牛油果幼犬助长狗粮4.4磅美毛天然粮泰迪贵宾萨摩犬,牛油果
,无,,比利时,1360g,幼犬,156.25,犬粮,Terdonkkaai 16，9042,,,United Petfood PriducerNV,其他,耐吉斯进口天然粮幼犬鸡肉三文鱼小狗犬粮泰迪贵宾比熊狗粮3磅,耐吉斯
,无,,比利时,7257g,全犬期,550.00,犬粮,Terdonkkaai 16，9042,,,United Petfood Priducers NV,其他,耐吉斯进口天然粮幼犬鸡肉三文鱼小狗犬粮泰迪贵宾比熊狗粮16磅,耐吉斯
,无,,比利时,8160g,全犬期,587.50,,Terdonkkaai 16，9042,,,United Petfood Priducers NV,其他,耐吉斯进口狗粮贵宾雪纳瑞泰迪犬粮低敏鸡肉成幼犬天然主粮18磅,耐吉斯
,无,,比利时,1496g,全犬期,175.00,犬粮,Terdonkkaai 16，9042,,,United Petfood Priducers NV,鸡肉味,耐吉斯进口狗粮贵宾雪纳瑞泰迪犬粮低敏鸡肉成幼犬天然主粮3.3磅,耐吉斯
,无,,比利时,12700g,全犬期,800.00,犬粮,Terdonkkaai 16，9042,,,United Petfood Priducers NV,其他,耐吉斯天然粮进口大型成犬金毛边牧萨摩耶低敏犬粮鸡肉三文鱼28磅,耐吉斯
,无,全犬种,加拿大,11400g,全犬期,880.00,犬粮,加拿大,,,champion petfoods,鸭肉,加拿大acana爱肯拿无谷升级版鸭肉梨全犬狗粮11.4kg 低敏去泪痕,爱肯拿
